Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DOMOVINSKI POKRET - DP;FOKUS;GRAÐANSKO-LIBERALNI SAVEZ - GLAS;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;MOST;"""PAVAO GROM - NEZAVISNA LISTA"" - ""PGnl"", DEMOKRATSKI HSS - DHSS, STRANKA UMIROVLJENIKA - SU";SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAÈKA STRANKA - HSS;"STJEPAN KOŽIÆ - NEZAVISNA LISTA - SKNL, ""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"" - ""365 STRANKA RADA I SOLIDARNOSTI""";ŽIVI ZID
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;041;HRUŠKOVICA;DRUŠTVENI DOM;MARENIÆ 28;50;26;26;25;1;0;0;0;5;0;0;13;7;0
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;001;HRUŠEVEC KUPLJENSKI;OSNOVNA ŠKOLA HRUŠEVEC KUPLJENSKI;HRUŠEVEC KUPLJENSKI, HRUŠEVEÈKA CESTA 20;452;207;207;199;8;10;6;1;110;0;1;31;40;0
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;002;KUPLJENOVO;DRUŠTVENI DOM KUPLJENOVO;KUPLJENOVO, MATIJE GUPCA 57;640;308;308;297;11;34;11;5;121;10;4;74;28;10
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;003;POJATNO;VATROGASNI DOM POJATNO;POJATNO, MATIJE GUPCA 90;1006;462;462;457;5;41;42;7;206;25;4;81;42;9
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;004;ŠIBICE;DRUŠTVENI DOM ŠIBICE;ŠIBICE, ZAGREBAÈKA 2;696;316;316;310;6;46;38;3;96;11;11;70;29;6
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;005;IVANEC BISTRANSKI;DRUŠTVENI DOM IVANEC;IVANEC BISTRANSKI, STUBIÈKA 75;773;327;327;320;7;55;30;4;120;21;2;59;22;7
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;006;JABLANOVEC;PODRUÈNA ŠKOLA JABLANOVEC;JABLANOVEC, STUBIÈKA 198;1262;449;448;439;9;89;41;6;151;36;3;74;28;11
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;007;ZAPREŠIÆ;SREDNJA ŠKOLA BAN JOSIP JELAÈIÆ;ZAPREŠIÆ, TRG DR. FRANJE TUÐMANA 1;1194;577;577;553;24;72;103;5;138;41;4;144;36;10
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;008;ZAPREŠIÆ;SREDNJA ŠKOLA BAN JOSIP JELAÈIÆ;ZAPREŠIÆ, TRG DR. FRANJE TUÐMANA 1;1249;556;554;532;22;79;98;6;130;48;5;140;17;9
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;009;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;1054;479;474;464;10;87;50;5;128;41;5;102;41;5
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;010;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;1062;405;405;386;19;69;56;7;87;34;4;97;23;9
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;011;ZAPREŠIÆ;ZDRAVSTVENI CENTAR ZAPREŠIÆ SJEVER;ZAPREŠIÆ, MOKRIÈKA 54;1049;408;408;384;24;78;60;6;108;29;10;61;24;8
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;012;ZAPREŠIÆ;ZDRAVSTVENI CENTAR ZAPREŠIÆ SJEVER;ZAPREŠIÆ, MOKRIÈKA 54;956;352;352;345;7;77;38;2;98;24;5;71;26;4
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;013;ZAPREŠIÆ;ŠPORTSKO REKREACIJSKI CENTAR;ZAPREŠIÆ, VLADIMIRA NOVAKA 23;1173;526;523;509;14;70;65;7;118;44;11;148;30;16
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;014;ZAPREŠIÆ;POSLOVNI PROSTOR;"ZAPREŠIÆ, ANTE STARÈEVIÆA 11 (""PAVUNA"" D.O.O.)";1055;414;414;398;16;69;49;8;68;28;6;126;38;6
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;015;ZAPREŠIÆ;KLUB UMIROVLJENIKA;ZAPREŠIÆ, ULICA PAVLA ŠTOOSA 2 (ULAZ SA ŠETNICE KARDINALA FRANJE KUHARIÆA);873;368;367;355;12;56;45;1;113;21;4;81;31;3
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;016;ZAPREŠIÆ;KLUB UMIROVLJENIKA;ZAPREŠIÆ, ULICA PAVLA ŠTOOSA 2 (ULAZ SA ŠETNICE KARDINALA FRANJE KUHARIÆA);977;397;397;382;15;58;35;7;98;24;7;118;29;6
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;017;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""ANTUNA AUGUSTINÈIÆA""";ZAPREŠIÆ, VLADIMIRA NAZORA 2 A;1175;557;557;537;20;78;65;4;151;39;8;132;47;13
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;018;ZAPREŠIÆ;UDRUGA UMIROVLJENIKA;ZAPREŠIÆ, TRG ŽRTAVA FAŠIZMA 8/I;832;270;270;263;7;49;27;4;60;21;2;80;12;8
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;019;ZAPREŠIÆ;DVORANA ZA JUDO;ZAPREŠIÆ, TRG ŽRTAVA FAŠIZMA 18;1196;486;486;472;14;89;47;3;109;30;4;137;46;7
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;020;ZAPREŠIÆ;UDRUŽENJE OBRTNIKA;ULICA KARDINALA ALOJZIJA STEPINCA 2;1226;585;584;563;21;95;77;7;126;36;7;142;55;18
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;021;ZAPREŠIÆ;POSLOVNI PROSTOR;ZAPREŠIÆ, JURE PETREKOVIÆA 10A;1170;446;446;433;13;89;32;10;129;43;5;66;53;6
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;022;ZAPREŠIÆ;GRADSKA UPRAVA;ZAPREŠIÆ, NOVA ULICA 10;1019;494;494;474;20;93;45;4;137;30;8;87;63;7
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;001;BEDENICA;DRUŠTVENI DOM;BEDENICA 112;290;175;175;167;8;0;10;2;31;3;1;12;101;7
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;002;BELOSLAVEC;VATROGASNI DOM;BELOSLAVEC BB;207;107;107;102;5;9;3;0;14;1;0;5;67;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;003;TURKOVÈINA;VATROGASNI DOM;TURKOVÈINA BB;258;161;161;150;11;5;7;2;46;4;0;18;64;4
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;004;BOSNA;VATROGASNI DOM;BOSNA BB;79;52;52;51;1;0;1;0;16;1;1;8;20;4
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;005;OMAMNO;VATROGASNI DOM;OMAMNO BB;141;78;78;74;4;2;2;0;10;1;0;4;54;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;006;BIÈAKI;VATROGASNI DOM;BEDENICA BB;119;77;77;77;0;4;1;0;11;2;0;9;49;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;001;GORNJA BISTRA;DRUŠTVENI DOM GORNJA BISTRA;GORNJA BISTRA, DEDINJSKA 20;1368;536;536;504;32;44;27;2;213;15;6;69;113;15
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;002;OBOROVO BISTRANSKO;DRUŠTVENI DOM U OBOROVU BISTRANSKOM;OBOROVO BISTRANSKO, FRANJE GULIÆA 24;781;334;334;300;34;21;10;0;113;13;2;82;50;9
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;003;POLJANICA BISTRANSKA;KULTURNI CENTAR BISTRA;POLJANICA BISTRANSKA, BISTRANSKA 98;1121;468;468;458;10;63;18;2;136;24;4;61;129;21
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;004;DONJA BISTRA;VATROGASNI DOM U DONJOJ BISTRI;DONJA BISTRA, BISTRANSKA 2;1413;488;487;449;38;60;17;5;163;21;4;83;88;8
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;005;NOVAKI BISTRANSKI;DRUŠTVENI DOM U NOVAKIMA BISTRANSKIM;NOVAKI BISTRANSKI, SELSKA 43;658;282;282;269;13;46;6;3;75;18;4;48;57;12
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;006;BUKOVJE BISTRANSKO;DRUŠTVENI DOM U BUKOVJU BISTRANSKOM;BUKOVJE BISTRANSKO, ZAGREBAÈKA 1;333;135;135;129;6;6;5;1;31;9;1;17;54;5
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;001;BRCKOVLJANI;"DOM KULTURE ""AUGUST CESAREC""";STJEPANA RADIÆA 80, BRCKOVLJANI;1669;488;488;467;21;67;24;5;122;35;4;86;120;4
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;002;HREBINEC;DRUŠTVENI DOM;HREBINEÈKA 81, HREBINEC;253;86;86;83;3;8;6;0;17;3;0;24;23;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;003;GRAÈEC;DRUŠTVENI DOM;ZAGREBAÈKA 29, GRAÈEC;975;366;365;352;13;24;16;4;105;32;4;49;110;8
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;004;ŠTAKOROVEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 33, ŠTAKOROVEC;662;221;221;212;9;24;10;2;35;12;1;61;62;5
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;005;PRIKRAJ;"DJEÈJI VRTIÆ ""DIDI""";S. RADIÆA 42, PRIKRAJ;601;176;176;168;8;17;7;2;49;10;1;32;45;5
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;006;GORNJA GREDA;DRUŠTVENI DOM;ZAGREBAÈKA 69, GORNJA GREDA;570;193;193;185;8;27;5;3;56;24;1;28;38;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;007;LUPOGLAV;DRUŠTVENI DOM;I. HORVATIÆA 91, LUPOGLAV;907;396;395;369;26;40;40;4;84;26;4;39;129;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;008;PREÈEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 52, PREÈEC;161;63;63;63;0;13;4;0;7;8;1;17;12;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;009;TEDROVEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 47, TEDROVEC;81;26;26;25;1;2;1;0;9;2;0;4;6;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;001;BRDOVEC;KINO-DVORANA BRDOVEC;BRDOVEC, TRG DR. FRANJE TUÐMANA 1;1306;475;475;457;18;64;35;5;155;29;3;116;41;9
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;002;BRDOVEC;PREDVORJE KINO-DVORANE BRDOVEC;BRDOVEC, TRG DR. FRANJE TUÐMANA 1;1326;493;493;469;24;67;32;5;94;17;5;179;59;11
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;003;JAVORJE;DRUŠTVENI DOM JAVORJE;JAVORJE, SAVSKA 5A;618;250;250;241;9;39;13;4;44;13;2;94;25;7
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;004;PRIGORJE BRDOVEÈKO;DRUŠTVENI DOM PRIGORJE BRDOVEÈKO;PRIGORJE BRDOVEÈKO, ŠKOLSKA 9;1259;466;466;450;16;60;31;4;101;21;8;143;62;20
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;005;PRUDNICE;DRUŠTVENI DOM PRUDNICE;PRUDNICE, PRUDNIÈKA CESTA 2;629;212;212;199;13;24;13;3;31;8;2;92;23;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;006;ZDENCI BRDOVEÈKI;DRUŠTVENI DOM ZDENCI BRDOVEÈKI;ZDENCI BRDOVEÈKI, ZDENAÈKA 82;1086;389;389;371;18;44;28;7;65;19;5;140;49;14
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;007;DRENJE BRDOVEÈKO;DRUŠTVENI DOM DRENJE BRDOVEÈKO;DRENJE BRDOVEÈKO, VATROGASNA 1;552;245;245;232;13;19;7;4;36;11;3;88;61;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;008;LADUÈ;DRUŠTVENI DOM LADUÈ;GORNJI LADUÈ, ZAGREBAÈKA 47;1502;507;507;489;18;82;30;5;116;21;3;151;59;22
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;009;HARMICA;DRUŠTVENI DOM HARMICA;HARMICA, DUBRAVIÈKA 6;220;112;112;109;3;11;5;3;26;3;1;37;19;4
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;010;KLJUÈ BRDOVEÈKI;DRUŠTVENI DOM KLJUÈ BRDOVEÈKI;KLJUÈ BRDOVEÈKI, MOKRIÈKA 47;494;231;231;222;9;17;8;5;77;6;3;66;35;5
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;011;ŠENKOVEC;DRUŠTVENI DOM ŠENKOVEC;ŠENKOVEC, ZAGREBAÈKA 44;615;207;207;203;4;14;18;3;48;12;2;78;20;8
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRDOVEC;012;VUKOVO SELO;DRUŠTVENI DOM VUKOVO SELO;VUKOVO SELO, RIBIÈKA 1;415;139;139;134;5;15;5;1;36;4;2;43;25;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;001;DUBRAVA I;KULTURNI CENTAR (DOLAREVO);UL. SVETE MARGARETE 4, DUBRAVA;391;178;178;170;8;9;3;0;65;4;3;48;28;10
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;002;DUBRAVA II;ZGRADA OPÆINE;UL. BRAÆE RADIÆ 2, DUBRAVA;582;239;239;230;9;20;0;1;90;7;3;51;49;9
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;003;ZETKAN;DRUŠTVENI DOM;ZETKAN;151;85;85;81;4;7;1;0;26;5;1;15;20;6
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;004;ZGALIŠÆE;DRUŠTVENI DOM;ZGALIŠÆE;117;46;46;46;0;4;1;0;12;1;1;7;19;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;005;NOVAKI;KUÆA HERMAN BOŽENE;NOVAKI 48;151;60;60;57;3;4;0;1;17;1;0;17;14;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;006;KUNÐEVAC;KUÆA JOVANKE KIŠUR;KUNÐEVAC 4;67;33;33;29;4;3;1;0;7;0;0;4;13;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;007;BREZJE;DRUŠTVENI DOM;BREZJE;92;38;38;37;1;1;0;1;17;2;0;7;7;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;008;GRABEREC;DRUŠTVENI DOM;GRABEREC;135;65;65;62;3;0;1;0;30;3;0;11;15;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;009;BAÐINEC;DRUŠTVENI DOM;BAÐINEC;116;62;62;62;0;2;1;1;36;0;0;6;15;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;010;ŽUKOVEC;DRUŠTVENI DOM;ŽUKOVEC;119;46;46;46;0;1;0;1;16;4;0;8;14;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;011;SVINJAREC;DRUŠTVENI DOM;SVINJAREC;34;23;23;23;0;0;0;0;11;0;0;2;10;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;012;KOSTANJ;DRUŠTVENI DOM;KOSTANJ;76;38;38;34;4;3;0;0;15;0;0;8;8;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;013;PODLUŽAN;DRUŠTVENI DOM;PODLUŽAN;132;53;53;51;2;5;3;0;22;1;0;6;11;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;014;GORNJI I DONJI VUKŠINAC;DRUŠTVENI DOM;DONJI VUKŠINAC;138;57;57;54;3;1;1;0;26;0;0;11;15;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;015;ZVEKOVAC;DRUŠTVENI DOM;ZVEKOVAC;144;80;80;78;2;0;0;0;44;0;0;8;26;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;016;GORNJI MARINKOVAC I PEHARDOVAC;DRUŠTVENI DOM U GORNJEM MARINKOVCU;GORNJI MARINKOVAC;116;77;77;74;3;4;1;0;37;1;0;19;12;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;017;DONJI MARINKOVAC;KUÆA GOLUBIÆ ÐURE;DONJI MARINKOVAC 12;67;28;28;26;2;2;0;1;4;2;0;8;9;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;018;MOSTARI;DRUŠTVENI DOM;MOSTARI;140;51;51;50;1;8;0;0;24;1;1;3;12;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;019;RADULEC;DRUŠTVENI DOM;RADULEC;104;38;38;37;1;3;0;0;18;0;0;8;8;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;020;PARUŽEVAC;DRUŠTVENI DOM;PARUŽEVAC;95;55;55;50;5;3;1;0;23;0;0;7;15;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;021;DUBRAVSKI MARKOVAC;DRUŠTVENI DOM;DUBRAVSKI MARKOVAC;117;76;76;73;3;0;0;0;45;0;2;5;21;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;022;KORITNA;DRUŠTVENI DOM;KORITNA;147;89;89;86;3;8;2;0;21;1;1;16;34;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;023;LADINA;DRUŠTVENI DOM;LADINA;82;40;40;40;0;1;0;0;19;3;0;9;6;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;024;NOVA KAPELA;DRUŠTVENI DOM;NOVA KAPELA;179;93;93;89;4;5;2;0;47;2;0;13;20;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;025;STARA KAPELA;DRUŠTVENI DOM;STARA KAPELA;134;57;57;53;4;1;1;0;29;1;0;4;17;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVA;026;HABJANOVAC;DRUŠTVENI DOM;HABJANOVAC;125;59;59;55;4;15;2;1;24;1;0;4;8;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;001;DUBRAVICA;ZGRADA OPÆINE U DUBRAVICI;DUBRAVICA, PAVLA ŠTOOSA 3;222;129;129;125;4;8;1;0;53;4;0;15;43;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;002;BOBOVEC ROZGANSKI;VATROGASNI DOM BOBOVEC;BOBOVEC ROZGANSKI, KUMROVEÈKA CESTA 222;316;163;163;161;2;8;9;2;70;3;0;33;35;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;003;KRAJ GORNJI DUBRAVIÈKI;DRUŠTVENI DOM STARINA;KRAJ GORNJI, ANTUNA MIHANOVIÆA 40;216;96;96;90;6;5;1;2;46;5;1;9;20;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;004;VUÈILÈEVO;VATROGASNI DOM VUÈILÈEVO;VUÈILÈEVO, III. SUTLANSKA CESTA 4;129;96;96;92;4;2;3;0;53;4;1;11;18;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;005;PROSINEC;VATROGASNI DOM PROSINEC;PROSINEC, UL. SUTLANSKE DOLINE 86 A;101;69;69;64;5;4;0;1;30;2;1;8;15;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;DUBRAVICA;006;LUKAVEC SUTLANSKI;ZGRADA STARE ŠKOLE;DUBRAVICA, PAVLA ŠTOOSA 38;145;82;82;82;0;2;1;0;44;0;1;7;26;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;001;FARKAŠEVAC;ZGRADA OPÆINE (PRIZEMLJE-MALA ŠKOLA);FARKAŠEVAC 43;251;169;169;163;6;11;2;1;61;0;2;37;47;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;002;KABAL;DRUŠTVENI DOM KABAL;KABAL;117;81;81;77;4;1;0;0;19;0;1;39;17;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;003;DONJI MARKOVAC;DRUŠTVENI DOM DONJI MARKOVAC;DONJI MARKOVAC;37;18;18;18;0;1;0;0;1;0;2;11;3;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;004;DONJI BOLÈ;DRUŠTVENI DOM DONJI BOLÈ;DONJI BOLÈ;108;61;61;60;1;2;2;0;28;0;0;19;9;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;005;GORNJI BOLÈ;DRUŠTVENI DOM GORNJI BOLÈ;GORNJI BOLÈ;211;105;105;94;11;4;0;0;33;4;3;25;23;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;006;MAJUR;DRUŠTVENI DOM MAJUR;MAJUR;76;38;38;34;4;1;0;0;12;0;0;7;14;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;007;BREZINE;DRUŠTVENI DOM;BREZINE;135;64;64;64;0;3;1;1;27;0;0;12;16;4
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;008;MAÈKI;DRUŠTVENI DOM;MAÈKI;59;32;32;30;2;4;1;0;11;1;0;5;8;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;009;PRAŠÆEVAC;DRUŠTVENI DOM PRAŠÆEVAC;PRAŠÆEVAC;94;52;52;48;4;1;0;0;10;1;1;25;9;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;010;ZVONIK;DRUŠTVENI DOM;ZVONIK;65;34;34;34;0;1;0;0;15;0;0;5;12;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;011;ŽABNICA;DRUŠTVENI DOM;ŽABNICA;109;71;71;66;5;12;0;0;7;0;3;23;21;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;FARKAŠEVAC;012;IVANÈANI;DRUŠTVENI DOM U IVANÈANIMA;IVANÈANI;108;43;43;40;3;1;0;1;7;0;0;16;13;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;001;GRADEC;ZGRADA OPÆINE GRADEC;GRADEC 134;381;203;203;189;14;19;5;1;10;10;4;67;63;10
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;002;GRADEÈKI PAVLOVEC;DRUŠTVENI DOM;GRADEÈKI PAVLOVEC;374;178;178;163;15;6;2;2;28;8;2;47;63;5
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;003;POTOÈEC;VATROGASNI DOM POTOÈEC;POTOÈEC;83;46;46;45;1;6;0;0;8;2;1;17;9;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;004;MALI BREZOVEC;DRUŠTVENI DOM MALI BREZOVEC;MALI BREZOVEC;48;25;25;23;2;0;0;0;7;3;0;3;10;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;005;VELIKI BREZOVEC;VATROGASNI DOM VELIKI BREZOVEC;VELIKI BREZOVEC;152;75;75;69;6;6;5;0;12;3;1;17;25;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;006;PODJALES;VATROGASNI DOM PODJALES;PODJALES;134;65;65;65;0;8;1;0;8;5;2;17;20;4
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;007;REPINEC;VATROGASNI DOM REPINEC;REPINEC;188;82;82;72;10;2;1;0;6;7;2;16;35;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;008;FESTINEC;VATROGASNI DOM FESTINEC;FESTINEC;42;22;22;20;2;0;1;0;4;0;0;5;10;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;009;POKASIN;VATROGASNI DOM POKASIN;POKASIN;46;30;30;30;0;0;2;1;7;1;2;6;11;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;010;CUGOVEC;DRUŠTVENI DOM CUGOVEC;CUGOVEC;345;151;151;145;6;18;1;1;22;4;3;57;35;4
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;011;GRABRIÆ;KUÆA KOVAÈIÆ MATE;GRABRIÆ 53;73;39;39;38;1;0;0;0;1;0;0;25;12;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;012;ZABRÐE;VATROGASNI DOM ZABRÐE;ZABRÐE;116;41;41;40;1;6;0;0;1;4;0;11;15;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;013;FUKA;LUGARNICA FUKA;FUKA;77;36;36;35;1;3;1;1;3;2;0;4;21;0
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;014;STARI GLOG;DRUŠTVENI DOM STARI GLOG;STARI GLOG;86;39;39;35;4;5;1;1;4;2;0;14;6;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;015;REMETINEC;KUÆA RANKE ŠKRLEC;REMETINEC 10;46;18;18;15;3;0;0;0;1;2;0;4;5;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;016;HAGANJ;PODRUÈNA ŠKOLA HAGANJ;HAGANJ;400;205;205;192;13;15;0;2;30;4;4;68;65;4
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;017;LUBENA;VATROGASNI DOM LUBENA;LUBENA;110;59;59;53;6;8;0;0;4;0;0;18;22;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;GRADEC;018;TUÈENIK;DRUŠTVENI DOM TUÈENIK;TUÈENIK;222;143;143;138;5;24;1;0;25;11;0;26;50;1
01;ZAGREBAÈKA ŽUPANIJA;opæina;JAKOVLJE;001;IGRIŠÆE;VATROGASNI DOM DVD-A IGRIŠÆE;IGRIŠÆE, GAJEVA 81;592;184;184;172;12;11;11;0;66;8;7;46;21;2
